"","ID","Model","AIC","AICc","BIC","Response.var","Response.group","Curve.classification"
"2431","487","Yan and Hunt","76.6079840970055","86.6079840970055","77.5941069836866","net photosynthesis rate","Photosynthesis","non-typical"
"2432","487","Briere2","80.3569857609689","90.3569857609689","81.34310864765","net photosynthesis rate","Photosynthesis","non-typical"
"2433","487","Briere","78.6660112318828","83.4660112318828","79.4549095412277","net photosynthesis rate","Photosynthesis","non-typical"
"2434","487","Cubic","80.3051469513788","90.3051469513788","81.2912698380599","net photosynthesis rate","Photosynthesis","non-typical"
"2435","487","Quadratic","78.4233855841907","83.2233855841907","79.2122838935356","net photosynthesis rate","Photosynthesis","non-typical"
"2436","488","Yan and Hunt","5.36614163311368","12.0328082997803","7.35561799710553","respiration rate","Respiration","rising"
"2437","488","Briere2","14.0939283120778","20.7605949787445","16.0834046760696","respiration rate","Respiration","rising"
"2438","488","Briere","12.1596799005315","15.588251329103","13.751260991725","respiration rate","Respiration","rising"
"2439","488","Cubic","-10.1471105717854","-3.48044390511873","-8.15763420779355","respiration rate","Respiration","rising"
"2440","488","Quadratic","-5.32980410521045","-1.90123267663901","-3.73822301401696","respiration rate","Respiration","rising"
"2441","489","Yan and Hunt","74.2666649220984","94.2666649220984","73.9962156673749","net photosynthesis rate","Photosynthesis","non-typical"
"2442","489","Briere2","75.4953660592333","95.4953660592333","75.2249168045099","net photosynthesis rate","Photosynthesis","non-typical"
"2443","489","Briere","73.4956360547447","81.4956360547447","73.2792766509659","net photosynthesis rate","Photosynthesis","non-typical"
"2444","489","Cubic","73.7805162091858","93.7805162091858","73.5100669544624","net photosynthesis rate","Photosynthesis","non-typical"
"2445","489","Quadratic","71.7881969865166","79.7881969865166","71.5718375827378","net photosynthesis rate","Photosynthesis","non-typical"
"2446","490","Yan and Hunt","12.1412760471962","16.5857204916406","15.3365626952725","respiration rate","Respiration","rising"
"2447","490","Briere2","9.35745760982251","13.801902054267","12.5527442578988","respiration rate","Respiration","rising"
"2448","490","Briere","12.0083563023202","14.4083563023202","14.5645856207812","respiration rate","Respiration","rising"
"2449","490","Cubic","8.13067970499322","12.5751241494377","11.3259663530695","respiration rate","Respiration","rising"
"2450","490","Quadratic","10.2369704903937","12.6369704903937","12.7931998088548","respiration rate","Respiration","rising"
"2451","491","Yan and Hunt","-26.3703516572812","Inf","-28.3231620951107","respiration rate","Respiration","rising"
"2452","491","Briere2","-13.0038233092607","Inf","-14.9566337470902","respiration rate","Respiration","rising"
"2453","491","Briere","-14.9817118854495","9.01828811455051","-16.5439602357131","respiration rate","Respiration","rising"
"2454","491","Cubic","-32.1928432215785","Inf","-34.145653659408","respiration rate","Respiration","rising"
"2455","491","Quadratic","-22.3508014425473","1.6491985574527","-23.9130497928109","respiration rate","Respiration","rising"
"2456","492","Yan and Hunt","-21.910602868312","Inf","-23.8634133061415","respiration rate","Respiration","rising"
"2457","492","Briere2","-13.7037376566373","Inf","-15.6565480944668","respiration rate","Respiration","rising"
"2458","492","Briere","-15.6956742530677","8.30432574693232","-17.2579226033313","respiration rate","Respiration","rising"
"2459","492","Cubic","-27.7536301806996","Inf","-29.7064406185291","respiration rate","Respiration","rising"
"2460","492","Quadratic","-26.5471224579716","-2.54712245797165","-28.1093708082352","respiration rate","Respiration","rising"
"2461","493","Yan and Hunt","-19.8288670526086","Inf","-21.7816774904381","respiration rate","Respiration","rising"
"2462","493","Briere2","-6.64921305467232","Inf","-8.60202349250181","respiration rate","Respiration","rising"
"2463","493","Briere","-8.63506086175979","15.3649391382402","-10.1973092120234","respiration rate","Respiration","rising"
"2464","493","Cubic","-24.8316249420338","Inf","-26.7844353798633","respiration rate","Respiration","rising"
"2465","493","Quadratic","-25.4722080318754","-1.4722080318754","-27.034456382139","respiration rate","Respiration","rising"
"2466","494","Yan and Hunt","-17.1915706457399","Inf","-19.1443810835694","respiration rate","Respiration","rising"
"2467","494","Briere2","-9.69530517148523","Inf","-11.6481156093147","respiration rate","Respiration","rising"
"2468","494","Briere","-11.6852432660291","12.3147567339709","-13.2474916162927","respiration rate","Respiration","rising"
"2469","494","Cubic","-28.337328973663","Inf","-30.2901394114925","respiration rate","Respiration","rising"
"2470","494","Quadratic","-18.0132599135949","5.98674008640511","-19.5755082638585","respiration rate","Respiration","rising"
"2471","495","Yan and Hunt","-23.0831797011538","Inf","-25.0359901389833","respiration rate","Respiration","rising"
"2472","495","Briere2","-7.46202770720252","Inf","-9.41483814503202","respiration rate","Respiration","rising"
"2473","495","Briere","-9.44756151562761","14.5524384843724","-11.0098098658912","respiration rate","Respiration","rising"
"2474","495","Cubic","-36.1074534819667","Inf","-38.0602639197962","respiration rate","Respiration","rising"
"2475","495","Quadratic","-32.2337585293592","-8.23375852935924","-33.7960068796228","respiration rate","Respiration","rising"
"2476","496","Yan and Hunt","-22.3746080954012","Inf","-24.3274185332307","respiration rate","Respiration","rising"
"2477","496","Briere2","-22.1053078039156","Inf","-24.0581182417451","respiration rate","Respiration","rising"
"2478","496","Briere","-22.4178585117032","1.58214148829676","-23.9801068619668","respiration rate","Respiration","rising"
"2479","496","Cubic","-22.0254934901158","Inf","-23.9783039279453","respiration rate","Respiration","rising"
"2480","496","Quadratic","-22.8826378197716","1.1173621802284","-24.4448861700352","respiration rate","Respiration","rising"
"2481","497","Yan and Hunt","-16.3104822132987","Inf","-18.2632926511282","respiration rate","Respiration","rising"
"2482","497","Briere2","-12.3705268641168","Inf","-14.3233373019463","respiration rate","Respiration","rising"
"2483","497","Briere","-14.352437446491","9.647562553509","-15.9146857967546","respiration rate","Respiration","rising"
"2484","497","Cubic","-16.2795771775041","Inf","-18.2323876153336","respiration rate","Respiration","rising"
"2485","497","Quadratic","-17.656092990421","6.34390700957904","-19.2183413406846","respiration rate","Respiration","rising"
"2486","498","Yan and Hunt","-0.229903975296452","Inf","-2.18271441312595","respiration rate","Respiration","rising"
"2487","498","Briere2","18.423725160822","Inf","16.4709147229925","respiration rate","Respiration","rising"
"2488","498","Briere","16.4464418775358","40.4464418775358","14.8841935272722","respiration rate","Respiration","rising"
"2489","498","Cubic","-25.3937589056092","Inf","-27.3465693434387","respiration rate","Respiration","rising"
"2490","498","Quadratic","7.45354605273062","31.4535460527306","5.89129770246702","respiration rate","Respiration","rising"
"2491","499","Yan and Hunt","6.60844589626362","Inf","4.65563545843412","respiration rate","Respiration","rising"
"2492","499","Briere2","14.6353137904881","Inf","12.6825033526586","respiration rate","Respiration","rising"
"2493","499","Briere","12.6432908446312","36.6432908446312","11.0810424943676","respiration rate","Respiration","rising"
"2494","499","Cubic","-2.02760058946492","Inf","-3.98041102729442","respiration rate","Respiration","rising"
"2495","499","Quadratic","2.49101817625133","26.4910181762513","0.928769825987729","respiration rate","Respiration","rising"
"2496","500","Yan and Hunt","4.09739632609634","Inf","2.14458588826684","respiration rate","Respiration","rising"
"2497","500","Briere2","18.5211222453181","Inf","16.5683118074886","respiration rate","Respiration","rising"
"2498","500","Briere","16.5359628341856","40.5359628341856","14.973714483922","respiration rate","Respiration","rising"
"2499","500","Cubic","-2.73253024784085","Inf","-4.68534068567035","respiration rate","Respiration","rising"
"2500","500","Quadratic","-2.53628325565229","21.4637167443477","-4.09853160591589","respiration rate","Respiration","rising"
"2501","501","Yan and Hunt","10.0476870006445","Inf","8.09487656281503","respiration rate","Respiration","rising"
"2502","501","Briere2","17.273035172938","Inf","15.3202247351085","respiration rate","Respiration","rising"
"2503","501","Briere","15.2817826770647","39.2817826770647","13.7195343268011","respiration rate","Respiration","rising"
"2504","501","Cubic","-4.13384753220218","Inf","-6.08665797003168","respiration rate","Respiration","rising"
"2505","501","Quadratic","9.17075142875929","33.1707514287593","7.60850307849569","respiration rate","Respiration","rising"
"2506","502","Yan and Hunt","2.79296343342632","Inf","0.840152995596819","respiration rate","Respiration","rising"
"2507","502","Briere2","18.8156070872924","Inf","16.8627966494629","respiration rate","Respiration","rising"
"2508","502","Briere","16.8309150380192","40.8309150380192","15.2686666877556","respiration rate","Respiration","rising"
"2509","502","Cubic","-6.83109621227469","Inf","-8.78390665010419","respiration rate","Respiration","rising"
"2510","502","Quadratic","-4.26691202465592","19.7330879753441","-5.82916037491952","respiration rate","Respiration","rising"
"2511","503","Yan and Hunt","-0.570153814600655","Inf","-2.52296425243015","respiration rate","Respiration","rising"
"2512","503","Briere2","0.415694160635626","Inf","-1.53711627719387","respiration rate","Respiration","rising"
"2513","503","Briere","0.884454689926571","24.8844546899266","-0.677793660337028","respiration rate","Respiration","rising"
"2514","503","Cubic","-0.0809233876021143","Inf","-2.03373382543161","respiration rate","Respiration","rising"
"2515","503","Quadratic","-0.66866166914631","23.3313383308537","-2.23091001940991","respiration rate","Respiration","rising"
"2516","504","Yan and Hunt","12.8927808628463","Inf","10.9399704250168","respiration rate","Respiration","rising"
"2517","504","Briere2","16.7314767990048","Inf","14.7786663611753","respiration rate","Respiration","rising"
"2518","504","Briere","14.7479580286183","38.7479580286183","13.1857096783547","respiration rate","Respiration","rising"
"2519","504","Cubic","12.8566932813029","Inf","10.9038828434734","respiration rate","Respiration","rising"
"2520","504","Quadratic","10.956599715216","34.956599715216","9.39435136495241","respiration rate","Respiration","rising"
"2521","505","Yan and Hunt","48.1953108566542","68.1953108566542","47.9248616019308","net photosynthesis rate","Photosynthesis","unimodal"
"2522","505","Briere2","49.3359070080142","69.3359070080142","49.0654577532908","net photosynthesis rate","Photosynthesis","unimodal"
"2523","505","Briere","48.4828835475325","56.4828835475325","48.2665241437537","net photosynthesis rate","Photosynthesis","unimodal"
"2524","505","Cubic","48.1522748708942","68.1522748708942","47.8818256161708","net photosynthesis rate","Photosynthesis","unimodal"
"2525","505","Quadratic","54.1061756461551","62.1061756461551","53.8898162423763","net photosynthesis rate","Photosynthesis","unimodal"
"2526","506","Yan and Hunt","32.3314805045005","52.3314805045005","32.0610312497771","respiration rate","Respiration","non-typical"
"2527","506","Briere2","37.3126939586832","57.3126939586832","37.0422447039597","respiration rate","Respiration","non-typical"
"2528","506","Briere","35.3143154416153","43.3143154416153","35.0979560378366","respiration rate","Respiration","non-typical"
"2529","506","Cubic","22.1948249270655","42.1948249270655","21.9243756723421","respiration rate","Respiration","non-typical"
"2530","506","Quadratic","20.8782942140129","28.8782942140129","20.6619348102342","respiration rate","Respiration","non-typical"
"2531","507","Yan and Hunt","37.8521022734469","77.8521022734469","36.8108996195872","respiration rate","Respiration","rising"
"2532","507","Briere2","38.8830086710256","78.8830086710256","37.8418060171659","respiration rate","Respiration","rising"
"2533","507","Briere","36.9471870208241","48.9471870208241","36.1142248977363","respiration rate","Respiration","rising"
"2534","507","Cubic","37.0919348567186","77.0919348567186","36.0507322028588","respiration rate","Respiration","rising"
"2535","507","Quadratic","36.6014989286649","48.6014989286649","35.7685368055771","respiration rate","Respiration","rising"
"2536","508","Yan and Hunt","40.1456323711353","50.1456323711353","41.1317552578164","respiration rate","Respiration","rising"
"2537","508","Briere2","55.017537769915","65.017537769915","56.0036606565961","respiration rate","Respiration","rising"
"2538","508","Briere","56.8298304201283","61.6298304201283","57.6187287294732","respiration rate","Respiration","rising"
"2539","508","Cubic","36.5314288170177","46.5314288170177","37.5175517036988","respiration rate","Respiration","rising"
"2540","508","Quadratic","36.3215651856649","41.1215651856649","37.1104634950098","respiration rate","Respiration","rising"
"2541","509","Yan and Hunt","65.387619200576","75.387619200576","66.3737420872571","respiration rate","Respiration","rising"
"2542","509","Briere2","68.259648754697","78.259648754697","69.2457716413781","respiration rate","Respiration","rising"
"2543","509","Briere","66.630729834087","71.4307298340871","67.4196281434319","respiration rate","Respiration","rising"
"2544","509","Cubic","63.2882594778905","73.2882594778905","64.2743823645716","respiration rate","Respiration","rising"
"2545","509","Quadratic","62.1305515999321","66.9305515999321","62.919449909277","respiration rate","Respiration","rising"
"2546","510","Yan and Hunt","40.7200087295332","60.7200087295332","40.4495594748098","net photosynthesis rate","Photosynthesis","non-typical"
"2547","510","Briere2","51.6320355675596","71.6320355675596","51.3615863128361","net photosynthesis rate","Photosynthesis","non-typical"
"2548","510","Briere","55.0042559599802","63.0042559599803","54.7878965562015","net photosynthesis rate","Photosynthesis","non-typical"
"2549","510","Cubic","33.1413065598947","53.1413065598947","32.8708573051713","net photosynthesis rate","Photosynthesis","non-typical"
"2550","510","Quadratic","34.2431889294788","42.2431889294788","34.0268295257001","net photosynthesis rate","Photosynthesis","non-typical"
"2551","511","Yan and Hunt","63.2412332286955","76.5745665620288","63.6384409370947","net photosynthesis rate","Photosynthesis","non-typical"
"2552","511","Briere2","63.9689103808011","77.3022437141344","64.3661180892003","net photosynthesis rate","Photosynthesis","non-typical"
"2553","511","Briere","62.8994842264771","68.8994842264771","63.2172503931964","net photosynthesis rate","Photosynthesis","non-typical"
"2554","511","Cubic","63.9483370508986","77.2816703842319","64.3455447592978","net photosynthesis rate","Photosynthesis","non-typical"
"2555","511","Quadratic","61.9545813721764","67.9545813721764","62.2723475388957","net photosynthesis rate","Photosynthesis","non-typical"
"2556","512","Yan and Hunt","50.7482840124979","60.7482840124979","51.734406899179","respiration rate","Respiration","rising"
"2557","512","Briere2","54.3680598882696","64.3680598882696","55.3541827749507","respiration rate","Respiration","rising"
"2558","512","Briere","53.4836386758966","58.2836386758966","54.2725369852415","respiration rate","Respiration","rising"
"2559","512","Cubic","50.5567457046521","60.5567457046521","51.5428685913332","respiration rate","Respiration","rising"
"2560","512","Quadratic","48.7248092461378","53.5248092461378","49.5137075554827","respiration rate","Respiration","rising"
"2561","513","Yan and Hunt","63.5578526867921","73.5578526867921","64.5439755734732","respiration rate","Respiration","rising"
"2562","513","Briere2","66.3864457670638","76.3864457670639","67.3725686537449","respiration rate","Respiration","rising"
"2563","513","Briere","64.6692043863549","69.4692043863549","65.4581026956998","respiration rate","Respiration","rising"
"2564","513","Cubic","61.5709399523633","71.5709399523633","62.5570628390444","respiration rate","Respiration","rising"
"2565","513","Quadratic","61.3910360645133","66.1910360645133","62.1799343738582","respiration rate","Respiration","rising"
"2566","514","Yan and Hunt","48.4429675385101","58.4429675385101","49.4290904251912","net photosynthesis rate","Photosynthesis","non-typical"
"2567","514","Briere2","54.6950076932413","64.6950076932413","55.6811305799224","net photosynthesis rate","Photosynthesis","non-typical"
"2568","514","Briere","60.5172044158981","65.3172044158981","61.306102725243","net photosynthesis rate","Photosynthesis","non-typical"
"2569","514","Cubic","49.1879431078108","59.1879431078108","50.1740659944919","net photosynthesis rate","Photosynthesis","non-typical"
"2570","514","Quadratic","47.3175367009797","52.1175367009797","48.1064350103246","net photosynthesis rate","Photosynthesis","non-typical"
"2571","515","Yan and Hunt","78.0533548372792","88.0533548372792","79.0394777239603","net photosynthesis rate","Photosynthesis","non-typical"
"2572","515","Briere2","79.0496170635373","89.0496170635373","80.0357399502184","net photosynthesis rate","Photosynthesis","non-typical"
"2573","515","Briere","78.8133466385142","83.6133466385142","79.602244947859","net photosynthesis rate","Photosynthesis","non-typical"
"2574","515","Cubic","77.1698329098475","87.1698329098475","78.1559557965286","net photosynthesis rate","Photosynthesis","non-typical"
"2575","515","Quadratic","76.1317498248191","80.9317498248191","76.920648134164","net photosynthesis rate","Photosynthesis","non-typical"
"2576","516","Yan and Hunt","61.833376504999","71.833376504999","62.8194993916801","respiration rate","Respiration","rising"
"2577","516","Briere2","62.5431106201475","72.5431106201475","63.5292335068286","respiration rate","Respiration","rising"
"2578","516","Briere","61.1331733915794","65.9331733915794","61.9220717009243","respiration rate","Respiration","rising"
"2579","516","Cubic","62.0540222935649","72.0540222935649","63.040145180246","respiration rate","Respiration","rising"
"2580","516","Quadratic","61.6494004277295","66.4494004277295","62.4382987370744","respiration rate","Respiration","rising"
"2581","517","Yan and Hunt","60.1873522624871","70.1873522624871","61.1734751491682","respiration rate","Respiration","rising"
"2582","517","Briere2","64.451156287737","74.451156287737","65.4372791744181","respiration rate","Respiration","rising"
"2583","517","Briere","62.5214557902803","67.3214557902803","63.3103540996252","respiration rate","Respiration","rising"
"2584","517","Cubic","63.1616973468017","73.1616973468017","64.1478202334828","respiration rate","Respiration","rising"
"2585","517","Quadratic","62.1251183246244","66.9251183246244","62.9140166339693","respiration rate","Respiration","rising"
"2586","518","Yan and Hunt","47.5739235220509","57.5739235220509","48.560046408732","net photosynthesis rate","Photosynthesis","non-typical"
"2587","518","Briere2","64.1031445506859","74.1031445506859","65.089267437367","net photosynthesis rate","Photosynthesis","non-typical"
"2588","518","Briere","71.6110173827087","76.4110173827086","72.3999156920535","net photosynthesis rate","Photosynthesis","non-typical"
"2589","518","Cubic","47.3735656316233","57.3735656316233","48.3596885183044","net photosynthesis rate","Photosynthesis","non-typical"
"2590","518","Quadratic","45.8355003108229","50.6355003108229","46.6243986201678","net photosynthesis rate","Photosynthesis","non-typical"
"2591","519","Yan and Hunt","66.4307764569522","76.4307764569522","67.4168993436333","net photosynthesis rate","Photosynthesis","non-typical"
"2592","519","Briere2","76.4969511127187","86.4969511127187","77.4830739993998","net photosynthesis rate","Photosynthesis","non-typical"
"2593","519","Briere","80.1654357421812","84.9654357421812","80.9543340515261","net photosynthesis rate","Photosynthesis","non-typical"
"2594","519","Cubic","65.5323243015548","75.5323243015548","66.5184471882359","net photosynthesis rate","Photosynthesis","non-typical"
"2595","519","Quadratic","66.318113744065","71.118113744065","67.1070120534099","net photosynthesis rate","Photosynthesis","non-typical"
"2596","520","Yan and Hunt","95.1615418552101","95.2735866731377","114.619762914339","respiration rate","Respiration","rising"
"2597","520","Briere2","149.020032134476","149.132076952404","168.478253193605","respiration rate","Respiration","rising"
"2598","520","Briere","147.188256366574","147.25529547272","162.754833213877","respiration rate","Respiration","rising"
"2599","520","Cubic","88.758850084251","88.8708949021786","108.21707114338","respiration rate","Respiration","rising"
"2600","520","Quadratic","87.0254115482138","87.0924506543594","102.591988395517","respiration rate","Respiration","rising"
"2601","521","Yan and Hunt","74.8352257803518","82.8352257803518","76.3481512453221","respiration rate","Respiration","rising"
"2602","521","Briere2","87.8538196616858","95.8538196616858","89.366745126656","respiration rate","Respiration","rising"
"2603","521","Briere","85.8908688591956","89.8908688591956","87.1012092311718","respiration rate","Respiration","rising"
"2604","521","Cubic","74.4688303757696","82.4688303757696","75.9817558407399","respiration rate","Respiration","rising"
"2605","521","Quadratic","73.9321969740352","77.9321969740352","75.1425373460113","respiration rate","Respiration","rising"
"2606","522","Yan and Hunt","53.6361153150639","93.6361153150639","52.5949126612042","respiration rate","Respiration","rising"
"2607","522","Briere2","67.6752374138341","107.675237413834","66.6340347599744","respiration rate","Respiration","rising"
"2608","522","Briere","67.4534069937954","79.4534069937954","66.6204448707076","respiration rate","Respiration","rising"
"2609","522","Cubic","67.5821768379436","107.582176837944","66.5409741840839","respiration rate","Respiration","rising"
"2610","522","Quadratic","66.3622068976757","78.3622068976757","65.529244774588","respiration rate","Respiration","rising"
"2611","523","Yan and Hunt","-16.2043342235714","-15.1232531424903","-7.51598613215456","respiration rate","Respiration","rising"
"2612","523","Briere2","-0.654987986618085","0.42609309446301","8.03336010479876","respiration rate","Respiration","rising"
"2613","523","Briere","-2.62988650037854","-1.9983075530101","4.32079197275494","respiration rate","Respiration","rising"
"2614","523","Cubic","-28.4795255065782","-27.3984444254971","-19.7911774151614","respiration rate","Respiration","rising"
"2615","523","Quadratic","-14.2588141915511","-13.6272352441826","-7.3081357184176","respiration rate","Respiration","rising"
"2616","524","Yan and Hunt","567.802785444998","567.860840597393","590.515145247532","respiration rate","Respiration","non-typical"
"2617","524","Briere2","570.229737370639","570.287792523034","592.942097173173","respiration rate","Respiration","non-typical"
"2618","524","Briere","568.363882888476","568.398665497171","586.533770730503","respiration rate","Respiration","non-typical"
"2619","524","Cubic","566.621187427023","566.679242579418","589.333547229557","respiration rate","Respiration","non-typical"
"2620","524","Quadratic","586.707221734559","586.742004343255","604.877109576586","respiration rate","Respiration","non-typical"
"2621","525","Yan and Hunt","200.592137751261","200.677425597744","221.398174359737","respiration rate","Respiration","non-typical"
"2622","525","Briere2","276.375383342561","276.460671189043","297.181419951036","respiration rate","Respiration","non-typical"
"2623","525","Briere","274.795940819406","274.847004649194","291.440770106186","respiration rate","Respiration","non-typical"
"2624","525","Cubic","221.410760953674","221.496048800156","242.216797562149","respiration rate","Respiration","non-typical"
"2625","525","Quadratic","255.612334226666","255.663398056454","272.257163513447","respiration rate","Respiration","non-typical"
"2626","526","Yan and Hunt","550.524704682925","550.657595048374","569.142630192687","respiration rate","Respiration","non-typical"
"2627","526","Briere2","550.840437480761","550.973327846209","569.458362990522","respiration rate","Respiration","non-typical"
"2628","526","Briere","549.013677007802","549.093147206478","563.908017415612","respiration rate","Respiration","non-typical"
"2629","526","Cubic","550.586140604135","550.719030969584","569.204066113897","respiration rate","Respiration","non-typical"
"2630","526","Quadratic","558.521451625898","558.600921824574","573.415792033708","respiration rate","Respiration","non-typical"
"2631","527","Yan and Hunt","-205.323732927313","-205.239699313868","-184.444396576784","respiration rate","Respiration","non-typical"
"2632","527","Briere2",NA,NA,NA,"respiration rate","Respiration","non-typical"
"2633","527","Briere",NA,NA,NA,"respiration rate","Respiration","non-typical"
"2634","527","Cubic","-207.550510714548","-207.466477101103","-186.67117436402","respiration rate","Respiration","non-typical"
"2635","527","Quadratic","-199.549307681621","-199.498993216212","-182.845838601197","respiration rate","Respiration","non-typical"
"2636","528","Yan and Hunt","471.96004897845","472.014103032505","495.026970070348","respiration rate","Respiration","non-typical"
"2637","528","Briere2","458.556541909295","458.610595963349","481.623463001192","respiration rate","Respiration","non-typical"
"2638","528","Briere","458.381800404395","458.414189068362","476.835337277913","respiration rate","Respiration","non-typical"
"2639","528","Cubic","473.855258274593","473.909312328647","496.92217936649","respiration rate","Respiration","non-typical"
"2640","528","Quadratic","473.078979109259","473.111367773226","491.532515982777","respiration rate","Respiration","non-typical"
"2641","529","Yan and Hunt","-150.571362614068","-150.466375737427","-130.792175766743","respiration rate","Respiration","non-typical"
"2642","529","Briere2","-19.2175620555636","-19.1125751789232","0.561624791760583","respiration rate","Respiration","non-typical"
"2643","529","Briere","-1.14146062531285","-1.07863340018179","14.6818888525465","respiration rate","Respiration","non-typical"
"2644","529","Cubic","-132.616664314102","-132.511677437462","-112.837477466778","respiration rate","Respiration","non-typical"
"2645","529","Quadratic","-129.542445410198","-129.479618185067","-113.719095932339","respiration rate","Respiration","non-typical"
"2646","530","Yan and Hunt","954.259840701263","954.327752416034","976.194237298076","respiration rate","Respiration","non-typical"
"2647","530","Briere2","948.439890258763","948.507801973534","970.374286855576","respiration rate","Respiration","non-typical"
"2648","530","Briere","950.502180824151","950.542858790253","968.049698101602","respiration rate","Respiration","non-typical"
"2649","530","Cubic","955.088682693314","955.156594408086","977.023079290128","respiration rate","Respiration","non-typical"
"2650","530","Quadratic","961.677809752093","961.718487718195","979.225327029544","respiration rate","Respiration","non-typical"
"2651","531","Yan and Hunt","71.5620282933109","78.2286949599776","73.5515046573028","respiration rate","Respiration","unimodal"
"2652","531","Briere2","69.8493284761838","76.5159951428504","71.8388048401756","respiration rate","Respiration","unimodal"
"2653","531","Briere","74.5462389306044","77.9748103591758","76.1378200217979","respiration rate","Respiration","unimodal"
"2654","531","Cubic","71.3148116546687","77.9814783213354","73.3042880186606","respiration rate","Respiration","unimodal"
"2655","531","Quadratic","69.5634847353566","72.992056163928","71.1550658265501","respiration rate","Respiration","unimodal"
"2656","532","Yan and Hunt","63.36058383117","71.36058383117","64.8735092961402","respiration rate","Respiration","unimodal"
"2657","532","Briere2","62.8695343073234","70.8695343073234","64.3824597722937","respiration rate","Respiration","unimodal"
"2658","532","Briere","65.1160642649928","69.1160642649928","66.326404636969","respiration rate","Respiration","unimodal"
"2659","532","Cubic","63.3074638169486","71.3074638169486","64.8203892819188","respiration rate","Respiration","unimodal"
"2660","532","Quadratic","61.4058176904279","65.4058176904279","62.6161580624041","respiration rate","Respiration","unimodal"
"2661","533","Yan and Hunt","19.3879837606356","39.3879837606356","19.1175345059122","respiration rate","Respiration","rising"
"2662","533","Briere2","22.6685025377816","42.6685025377816","22.3980532830582","respiration rate","Respiration","rising"
"2663","533","Briere","29.4059163597336","37.4059163597336","29.1895569559549","respiration rate","Respiration","rising"
"2664","533","Cubic","23.4207331834548","43.4207331834548","23.1502839287314","respiration rate","Respiration","rising"
"2665","533","Quadratic","33.8027398762292","41.8027398762292","33.5863804724504","respiration rate","Respiration","rising"
"2666","534","Yan and Hunt","36.9453688111656","56.9453688111656","36.6749195564422","respiration rate","Respiration","unimodal"
"2667","534","Briere2","36.8425683815349","56.8425683815349","36.5721191268115","respiration rate","Respiration","unimodal"
"2668","534","Briere","38.9234033262919","46.9234033262919","38.7070439225132","respiration rate","Respiration","unimodal"
"2669","534","Cubic","36.9452577238791","56.9452577238791","36.6748084691557","respiration rate","Respiration","unimodal"
"2670","534","Quadratic","38.7099848784756","46.7099848784756","38.4936254746968","respiration rate","Respiration","unimodal"
"2671","535","Yan and Hunt","310.918159208475","311.466104413955","322.701703341923","respiration rate","Respiration","rising"
"2672","535","Briere2","308.896630234609","309.444575440088","320.680174368057","respiration rate","Respiration","rising"
"2673","535","Briere","309.834190766047","310.158515090372","319.261026072806","respiration rate","Respiration","rising"
"2674","535","Cubic","310.3759505508","310.92389575628","322.159494684248","respiration rate","Respiration","rising"
"2675","535","Quadratic","309.987864004003","310.312188328327","319.414699310761","respiration rate","Respiration","rising"
"2676","536","Yan and Hunt","7.47874014538323","20.8120734787166","7.87594785378241","respiration rate","Respiration","rising"
"2677","536","Briere2","27.4308840931798","40.7642174265132","27.828091801579","respiration rate","Respiration","rising"
"2678","536","Briere","25.4506329260632","31.4506329260632","25.7683990927826","respiration rate","Respiration","rising"
"2679","536","Cubic","11.755353069418","25.0886864027514","12.1525607778172","respiration rate","Respiration","rising"
"2680","536","Quadratic","12.93469657178","18.93469657178","13.2524627384994","respiration rate","Respiration","rising"
"2681","537","Yan and Hunt","19.0303444079768","39.0303444079768","18.7598951532533","respiration rate","Respiration","unimodal"
"2682","537","Briere2","18.7456607790609","38.7456607790609","18.4752115243375","respiration rate","Respiration","unimodal"
"2683","537","Briere","17.9619813163534","25.9619813163534","17.7456219125747","respiration rate","Respiration","unimodal"
"2684","537","Cubic","19.2222351316825","39.2222351316825","18.9517858769591","respiration rate","Respiration","unimodal"
"2685","537","Quadratic","17.4024122090753","25.4024122090753","17.1860528052965","respiration rate","Respiration","unimodal"
"2686","538","Yan and Hunt",NA,NA,NA,"respiration rate","Respiration","rising"
"2687","538","Briere2","-17.7530544342452","Inf","-19.7058648720747","respiration rate","Respiration","rising"
"2688","538","Briere","-16.7014113130537","7.29858868694627","-18.2636596633173","respiration rate","Respiration","rising"
"2689","538","Cubic","-17.1733974962851","Inf","-19.1262079341146","respiration rate","Respiration","rising"
"2690","538","Quadratic","-11.5221094358195","12.4778905641805","-13.0843577860831","respiration rate","Respiration","rising"
"2691","539","Yan and Hunt",NA,NA,NA,"respiration rate","Respiration","non-typical"
"2692","539","Briere2","-8.01586728682111","Inf","-9.96867772465061","respiration rate","Respiration","non-typical"
"2693","539","Briere","-10.0091007451795","13.9908992548205","-11.5713490954431","respiration rate","Respiration","non-typical"
"2694","539","Cubic","-40.1658594135702","Inf","-42.1186698513997","respiration rate","Respiration","non-typical"
"2695","539","Quadratic","-13.7526490933808","10.2473509066192","-15.3148974436444","respiration rate","Respiration","non-typical"
"2696","540","Yan and Hunt",NA,NA,NA,"respiration rate","Respiration","rising"
"2697","540","Briere2","-4.38155889109673","Inf","-6.33436932892623","respiration rate","Respiration","rising"
"2698","540","Briere","-6.37470830967925","17.6252916903208","-7.93695665994284","respiration rate","Respiration","rising"
"2699","540","Cubic","-7.53374302668785","Inf","-9.48655346451735","respiration rate","Respiration","rising"
